2025-10-16 14:11:00.955634  ===== PCAN Bus Trace Log =====
2025-10-16 14:11:00.955634  This log contains all CAN/CAN-FD messages on the bus.
2025-10-16 14:11:00.955634  TX = transmitted (echo), RX = received
2025-10-16 14:11:00.956631  DLC = DLC on physical bus, not length for the data
2025-10-16 14:11:00.956631  ----------------------------------------
2025-10-16 14:11:00.956631  Dir Type         CAN_ID       DLC & Len   Data
2025-10-16 14:11:00.956631  ----------------------------------------
2025-10-16 14:11:00.957630  RX  STATUS       0x001        DLC_x4 L4   Hex: 00 00 00 00
2025-10-16 14:11:00.963614  TX  CAN          0x638        DLC_x8 L8   Hex: FF 00 00 00 00 00 00 00
2025-10-16 14:11:00.964619  RX error: Bus error: an error counter reached the 'heavy'/'warning' limit
2025-10-16 14:11:00.970612  RX error: 0x40008 (failed to decode error text)
2025-10-16 14:11:01.014476  RX error: Bus error: an error counter reached the 'heavy'/'warning' limit
2025-10-16 14:11:01.046574  RX  CAN          0x621        DLC_x8 L8   Hex: 40 00 00 00 00 00 00 00
2025-10-16 14:11:01.143193  RX  FD+BRS       0x3E5        DLC_x5 L5   Hex: 00 00 00 00 80
2025-10-16 14:11:01.144142  RX  FD+BRS       0x0AF        DLC_x5 L5   Hex: 00 B1 00 00 02
2025-10-16 14:11:01.145134  RX  FD+BRS       0x067C0000   DLC_x8 L8   Hex: 00 00 00 00 02 00 00 00
2025-10-16 14:11:01.145134  RX  FD+BRS       0x05E        DLC_x3 L3   Hex: 00 00 0C
2025-10-16 14:11:01.146169  RX  FD+BRS       0x139        DLC_x7 L7   Hex: 02 60 00 00 29 FE 00
2025-10-16 14:11:01.147167  RX  FD+BRS       0x04FC0000   DLC_x4 L4   Hex: 00 00 00 00
2025-10-16 14:11:01.148123  RX  FD+BRS       0x144        DLC_x3 L3   Hex: 00 00 00
2025-10-16 14:11:01.148123  RX  FD+BRS       0x053C0001   DLC_x4 L4   Hex: 00 00 00 00
2025-10-16 14:11:01.149161  RX  FD+BRS       0x166        DLC_x6 L6   Hex: 00 C9 90 00 0C 00
2025-10-16 14:11:01.150170  RX  FD+BRS       0x186        DLC_x8 L8   Hex: 00 00 00 00 00 00 88 00
2025-10-16 14:11:01.151115  RX  FD+BRS       0x187        DLC_x7 L7   Hex: 00 00 00 00 00 00 00
2025-10-16 14:11:01.152111  RX  FD+BRS       0x189        DLC_x2 L2   Hex: 00 00
