2025-10-16 15:06:43.159235  ===== PCAN Bus Trace Log =====
2025-10-16 15:06:43.159235  This log contains all CAN/CAN-FD messages on the bus.
2025-10-16 15:06:43.159235  TX = transmitted (echo), RX = received
2025-10-16 15:06:43.159235  DLC = DLC on physical bus, not length for the data
2025-10-16 15:06:43.159235  ----------------------------------------
2025-10-16 15:06:43.159235  Dir Type         CAN_ID       DLC & Len   Data
2025-10-16 15:06:43.159235  ----------------------------------------
2025-10-16 15:06:43.160273  RX  STATUS       0x001        DLC_x4 L4   Hex: 00 00 00 00
2025-10-16 15:06:43.169206  TX  CAN          0x638        DLC_x8 L8   Hex: 08 00 00 00 00 00 00 00
2025-10-16 15:06:43.169206  RX error: Bus error: an error counter reached the 'heavy'/'warning' limit
2025-10-16 15:06:43.173196  RX error: 0x40008 (failed to decode error text)
2025-10-16 15:06:43.316934  RX error: Bus error: an error counter reached the 'heavy'/'warning' limit
2025-10-16 15:06:43.347876  RX  CAN          0x621        DLC_x8 L8   Hex: 40 00 00 00 00 00 00 00
2025-10-16 15:06:43.445474  RX  FD+BRS       0x3E5        DLC_x5 L5   Hex: 00 00 00 00 80
2025-10-16 15:06:43.445474  RX  FD+BRS       0x0AF        DLC_x5 L5   Hex: 00 B1 00 00 02
2025-10-16 15:06:43.446469  RX  FD+BRS       0x067C0000   DLC_x8 L8   Hex: 00 00 00 00 02 00 00 00
2025-10-16 15:06:43.447467  RX  FD+BRS       0x05E        DLC_x3 L3   Hex: 00 00 0C
2025-10-16 15:06:43.448464  RX  FD+BRS       0x139        DLC_x7 L7   Hex: 02 60 00 00 29 FE 00
2025-10-16 15:06:43.448464  RX  FD+BRS       0x04FC0000   DLC_x4 L4   Hex: 00 00 00 00
2025-10-16 15:06:43.449512  RX  FD+BRS       0x144        DLC_x3 L3   Hex: 00 00 00
2025-10-16 15:06:43.450458  RX  FD+BRS       0x053C0001   DLC_x4 L4   Hex: 00 00 00 00
2025-10-16 15:06:43.451456  RX  FD+BRS       0x166        DLC_x6 L6   Hex: 00 C9 90 00 0C 00
2025-10-16 15:06:43.452451  RX  FD+BRS       0x186        DLC_x8 L8   Hex: 00 00 00 00 00 00 88 00
2025-10-16 15:06:43.453453  RX  FD+BRS       0x187        DLC_x7 L7   Hex: 00 00 00 00 00 00 00
2025-10-16 15:06:43.453453  RX  FD+BRS       0x189        DLC_x2 L2   Hex: 00 00
2025-10-16 15:06:43.455443  RX  FD+BRS       0x18E        DLC_x5 L5   Hex: 00 00 00 00 10
2025-10-16 15:06:43.455443  RX  FD+BRS       0x1CF        DLC_x4 L4   Hex: 00 00 00 00
2025-10-16 15:06:43.456441  RX  FD+BRS       0x1D3        DLC_x6 L6   Hex: 00 00 00 00 01 00
2025-10-16 15:06:43.457439  RX  FD+BRS       0x1DA        DLC_x5 L5   Hex: 01 FA 00 00 20
2025-10-16 15:06:43.458440  RX  FD+BRS       0x077C0000   DLC_x4 L4   Hex: 00 00 00 00
2025-10-16 15:06:43.459433  RX  FD+BRS       0x077C0001   DLC_x4 L4   Hex: 00 00 00 00
2025-10-16 15:06:43.459433  RX  FD+BRS       0x1E8        DLC_x1 L1   Hex: 00
2025-10-16 15:06:43.460432  RX  FD+BRS       0x1EB        DLC_x4 L4   Hex: 00 03 FF FC
2025-10-16 15:06:43.461429  RX  FD+BRS       0x1F1        DLC_x1 L1   Hex: 00
2025-10-16 15:06:43.462429  RX  FD+BRS       0x1F2        DLC_x1 L1   Hex: 00
2025-10-16 15:06:43.462429  RX  FD+BRS       0x22F        DLC_x8 L8   Hex: 00 00 00 00 00 00 00 00
2025-10-16 15:06:43.463423  RX  FD+BRS       0x234        DLC_x6 L6   Hex: 10 0B 2B 20 00 08
2025-10-16 15:06:43.464420  RX  FD+BRS       0x237        DLC_x4 L4   Hex: 00 40 00 00
2025-10-16 15:06:43.465416  RX  FD+BRS       0x238        DLC_x8 L8   Hex: 00 1B 58 50 32 77 30 34
2025-10-16 15:06:43.465416  RX  FD+BRS       0x27F        DLC_x3 L3   Hex: 00 08 00
2025-10-16 15:06:43.465416  RX  FD+BRS       0x280        DLC_x8 L8   Hex: 16 60 BB 07 00 00 00 00
2025-10-16 15:06:43.466413  RX  FD+BRS       0x2A4        DLC_x8 L8   Hex: 46 8A EF 06 00 00 00 00
2025-10-16 15:06:43.466413  RX  FD+BRS       0x2B7        DLC_x8 L8   Hex: 8F CC 23 07 00 00 00 00
2025-10-16 15:06:43.467409  RX  FD+BRS       0x2BB        DLC_x8 L8   Hex: 7D 16 DB 06 00 00 00 00
2025-10-16 15:06:43.467409  RX  FD+BRS       0x2C0        DLC_x8 L8   Hex: 8F CC 23 07 00 00 00 00
2025-10-16 15:06:43.468411  RX  FD+BRS       0x2C6        DLC_x8 L8   Hex: 77 62 E3 06 00 00 00 00
2025-10-16 15:06:43.468411  RX  FD+BRS       0x34A        DLC_x8 L8   Hex: 20 04 00 02 00 40 00 00
2025-10-16 15:06:43.468411  RX  FD+BRS       0x356        DLC_x8 L8   Hex: 00 00 01 80 02 40 00 00
2025-10-16 15:06:43.469405  RX  FD+BRS       0x35A        DLC_x1 L1   Hex: 00
2025-10-16 15:06:43.469405  RX  FD+BRS       0x35D        DLC_x1 L1   Hex: 00
2025-10-16 15:06:43.470401  RX  FD+BRS       0x360        DLC_x1 L1   Hex: 00
2025-10-16 15:06:43.470401  RX  FD+BRS       0x36A        DLC_xC L24  Hex: 20 04 01 70 2E 04 01 58 08 07 87 5C 08 01 00 2E 04 00 B8 17 00 00 40 00
2025-10-16 15:06:43.470401  RX  FD+BRS       0x36D        DLC_x1 L1   Hex: 00
2025-10-16 15:06:43.471398  RX  FD+BRS       0x39F        DLC_x1 L1   Hex: C0
2025-10-16 15:06:43.471398  RX  FD+BRS       0x3B6        DLC_x3 L3   Hex: 20 00 00
2025-10-16 15:06:43.471398  RX  FD+BRS       0x3D9        DLC_x6 L6   Hex: 00 15 80 00 00 00
2025-10-16 15:06:43.471398  RX  FD+BRS       0x3DA        DLC_x6 L6   Hex: 00 15 80 00 00 00
2025-10-16 15:06:43.472395  RX  FD+BRS       0x3EA        DLC_x8 L8   Hex: 17 F8 00 20 00 0F F0 00
2025-10-16 15:06:43.472395  RX  FD+BRS       0x401        DLC_x9 L12  Hex: 00 01 00 10 00 00 00 40 00 00 00 00
2025-10-16 15:06:43.472395  RX  FD+BRS       0x412        DLC_x4 L4   Hex: 00 00 00 00
2025-10-16 15:06:43.473393  RX  FD+BRS       0x419        DLC_x6 L6   Hex: 00 00 00 00 00 00
2025-10-16 15:06:43.473393  RX  FD+BRS       0x41E        DLC_x8 L8   Hex: 48 00 00 00 10 60 30 04
2025-10-16 15:06:43.473393  RX  FD+BRS       0x41F        DLC_x3 L3   Hex: 1F 60 80
2025-10-16 15:06:43.474391  RX  FD+BRS       0x420        DLC_x8 L8   Hex: 00 10 02 00 40 00 00 00
2025-10-16 15:06:43.474391  RX  FD+BRS       0x422        DLC_x4 L4   Hex: 00 00 00 00
2025-10-16 15:06:43.474391  RX  FD+BRS       0x423        DLC_x7 L7   Hex: 00 00 00 00 00 00 00
2025-10-16 15:06:43.475387  RX  FD+BRS       0x426        DLC_x6 L6   Hex: 00 00 00 00 00 00
2025-10-16 15:06:43.475387  RX  FD+BRS       0x428        DLC_x7 L7   Hex: 20 00 00 80 10 0B E0
2025-10-16 15:06:43.475387  RX  FD+BRS       0x429        DLC_x6 L6   Hex: 00 00 00 00 00 00
2025-10-16 15:06:43.475387  RX  FD+BRS       0x42B        DLC_xB L20  Hex: A1 18 01 3F 00 18 17 EB F5 FA FC 00 FE 00 01 80 00 00 00 00
2025-10-16 15:06:43.476384  RX  FD+BRS       0x42C        DLC_x7 L7   Hex: 3E 12 60 80 10 02 00
2025-10-16 15:06:43.476384  RX  FD+BRS       0x42D        DLC_xA L16  Hex: 5C 0B 81 78 10 05 C0 B8 08 01 00 20 04 00 40 00
