2025-10-16 15:18:08.498362  ===== PCAN Bus Trace Log =====
2025-10-16 15:18:08.498362  This log contains all CAN/CAN-FD messages on the bus.
2025-10-16 15:18:08.498362  TX = transmitted (echo), RX = received
2025-10-16 15:18:08.498362  DLC = DLC on physical bus, not length for the data
2025-10-16 15:18:08.498362  ----------------------------------------
2025-10-16 15:18:08.498362  Dir Type         CAN_ID       DLC & Len   Data
2025-10-16 15:18:08.499359  ----------------------------------------
2025-10-16 15:18:08.499359  RX  STATUS       0x001        DLC_x4 L4   Hex: 00 00 00 00
2025-10-16 15:18:08.506342  TX  CAN          0x638        DLC_x8 L8   Hex: 08 00 00 00 00 00 00 00
2025-10-16 15:18:08.510298  RX error: Bus error: an error counter reached the 'heavy'/'warning' limit
2025-10-16 15:18:08.512331  RX error: 0x40008 (failed to decode error text)
2025-10-16 15:18:08.658909  RX error: Bus error: an error counter reached the 'heavy'/'warning' limit
2025-10-16 15:18:08.689034  RX  CAN          0x621        DLC_x8 L8   Hex: 40 00 00 00 00 00 00 00
2025-10-16 15:18:08.786608  RX  FD+BRS       0x3E5        DLC_x5 L5   Hex: 00 00 00 00 80
2025-10-16 15:18:08.787560  RX  FD+BRS       0x0AF        DLC_x5 L5   Hex: 00 B1 00 00 02
2025-10-16 15:18:08.788568  RX  FD+BRS       0x067C0000   DLC_x8 L8   Hex: 00 00 00 00 02 00 00 00
2025-10-16 15:18:08.789553  RX  FD+BRS       0x05E        DLC_x3 L3   Hex: 00 00 0C
2025-10-16 15:18:08.789553  RX  FD+BRS       0x139        DLC_x7 L7   Hex: 02 60 00 00 29 FE 00
2025-10-16 15:18:08.790550  RX  FD+BRS       0x04FC0000   DLC_x4 L4   Hex: 00 00 00 00
2025-10-16 15:18:08.791549  RX  FD+BRS       0x144        DLC_x3 L3   Hex: 00 00 00
2025-10-16 15:18:08.792546  RX  FD+BRS       0x053C0001   DLC_x4 L4   Hex: 00 00 00 00
2025-10-16 15:18:08.793547  RX  FD+BRS       0x166        DLC_x6 L6   Hex: 00 C9 90 00 0C 00
2025-10-16 15:18:08.794539  RX  FD+BRS       0x186        DLC_x8 L8   Hex: 00 00 00 00 00 00 88 00
2025-10-16 15:18:08.794539  RX  FD+BRS       0x187        DLC_x7 L7   Hex: 00 00 00 00 00 00 00
2025-10-16 15:18:08.795533  RX  FD+BRS       0x189        DLC_x2 L2   Hex: 00 00
2025-10-16 15:18:08.795533  RX  FD+BRS       0x18E        DLC_x5 L5   Hex: 00 00 00 00 10
2025-10-16 15:18:08.795533  RX  FD+BRS       0x1CF        DLC_x4 L4   Hex: 00 00 00 00
2025-10-16 15:18:08.795533  RX  FD+BRS       0x1D3        DLC_x6 L6   Hex: 00 00 00 00 01 00
2025-10-16 15:18:08.795533  RX  FD+BRS       0x1DA        DLC_x5 L5   Hex: 01 FA 00 00 20
2025-10-16 15:18:08.795533  RX  FD+BRS       0x077C0000   DLC_x4 L4   Hex: 00 00 00 00
2025-10-16 15:18:08.795533  RX  FD+BRS       0x077C0001   DLC_x4 L4   Hex: 00 00 00 00
2025-10-16 15:18:08.795533  RX  FD+BRS       0x1E8        DLC_x1 L1   Hex: 00
2025-10-16 15:18:08.795533  RX  FD+BRS       0x1EB        DLC_x4 L4   Hex: 00 03 FF FC
